document_id,relative_path,file_name,extension,area,project_name,major_folder,source_path,size_bytes,extraction_method,encoding,row_count,column_count,text_length,line_count,text_hash_sha1,text_preview,extra_json
doc_88b5dfe61d8f096c,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/data/カラム説明.md,カラム説明.md,.md,プロジェクト,医療法人社団 蒼樹会 みなみ野女性医療センター,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/data/カラム説明.md,901,markdown_raw_text,utf-8-sig,,,731,22,c4335d9c183f53baded8d54dab4b33fd076a5a5b,# source_path: プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/data/カラム説明.md # file_name: カラム説明.md # extension: .md # area: プロジェクト # project_name: 医療法人社団 蒼樹会 みなみ野女性医療センター # major_folder: 04.分析 ### train.csv  | カラム | ヘッダ名称 | データ型 | 説明 | | --- | --- | --- | --- | | 0 | index | int | インデックスとして使用 | | 1 | Pregnancies | int | 妊娠した回数 | | 2 | Glucose | int | 経口ブドウ糖負荷試験における2時間の血漿ブドウ糖濃度 | | 3 | BloodPressure | int | 拡張期血圧 | | 4 | SkinThickness | int | 皮膚のひだの厚さ | | 5 | Insulin | int | 血清インスリン | | 6 |,"{""heading_count"": 1}"
doc_5d50d9983f8117a3,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/03.データ/カラム説明.md,カラム説明.md,.md,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,03.データ,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/03.データ/カラム説明.md,584,markdown_raw_text,utf-8-sig,,,546,20,6aa31016f52b0fbb2a5418d946bcc62093889ebf,# source_path: プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/03.データ/カラム説明.md # file_name: カラム説明.md # extension: .md # area: プロジェクト # project_name: 医療法人社団 蒼泉会 ひがし丘総合病院 # major_folder: 03.データ ### train.csv  | カラム | ヘッダ名称 | データ型 | 説明 | | --- | --- | --- | --- | | 0 | id | int | インデックスとして使用 | | 1 | age | int | 年齢 | | 2 | sex | category | 性別 | | 3 | bmi | float | BMI | | 4 | children | int | 子供の数 | | 5 | smoker | category | 喫煙しているか | | 6 | region | category | 地域 | | 7 | **charges** | int | 価格帯0（低）、1（中）、2（高） |  ※黄色く色付けさ,"{""heading_count"": 1}"
doc_bc948309ee5f8e0a,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/README.md,README.md,.md,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/README.md,1465,markdown_raw_text,utf-8-sig,,,1586,62,4122037c4c463fff0e55193f75dceb9dc69ae562,# source_path: プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/README.md # file_name: README.md # extension: .md # area: プロジェクト # project_name: 医療法人社団 蒼泉会 ひがし丘総合病院 # major_folder: 04.分析 # analysis_project  This folder is a practical multi-file analysis project generated by Step 06.  ## Project structure  - `pyproject.toml`: project dependencies (uv compatible) - `requirements.txt`: pip installation fallback - `scripts/bootstrap_env.py`: create virtual environment and install dependencies - `sc,"{""heading_count"": 8}"
doc_472d26a8bbfc563d,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/data/カラム説明.md,カラム説明.md,.md,プロジェクト,医療法人社団 蒼泉会 ひがし丘総合病院,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/data/カラム説明.md,584,markdown_raw_text,utf-8-sig,,,566,20,207e161e79f1a418a6a99a765a68a1e74da99e1d,# source_path: プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/data/カラム説明.md # file_name: カラム説明.md # extension: .md # area: プロジェクト # project_name: 医療法人社団 蒼泉会 ひがし丘総合病院 # major_folder: 04.分析 ### train.csv  | カラム | ヘッダ名称 | データ型 | 説明 | | --- | --- | --- | --- | | 0 | id | int | インデックスとして使用 | | 1 | age | int | 年齢 | | 2 | sex | category | 性別 | | 3 | bmi | float | BMI | | 4 | children | int | 子供の数 | | 5 | smoker | category | 喫煙しているか | | 6 | region | category | 地域 | | 7 | **charges** | int | 価格帯0（低）、1,"{""heading_count"": 1}"
doc_d9be5c5675392551,プロジェクト/株式会社東都人材プラットフォーム/03.データ/カラム説明.md,カラム説明.md,.md,プロジェクト,株式会社東都人材プラットフォーム,03.データ,data/raw/share/share/共有ドライブ/プロジェクト/株式会社東都人材プラットフォーム/03.データ/カラム説明.md,319,markdown_raw_text,utf-8-sig,,,446,17,514c0fbddb5a03e33f36e17b09a3428773b8cc07,"# source_path: プロジェクト/株式会社東都人材プラットフォーム/03.データ/カラム説明.md # file_name: カラム説明.md # extension: .md # area: プロジェクト # project_name: 株式会社東都人材プラットフォーム # major_folder: 03.データ ### train.csv  id: index<br> features: Gender,Age,Country,Education,Major,Profession,Industry,Experience<br> target: 収入クラス（予測ターゲット）<br> 0,less than 10k<br> 1,between 10k and 30k<br> 2,between 30k and 50k<br> 3,between 50k and 80k<br> 4,between 80k and 125k<br> 5,more than 100k<br>","{""heading_count"": 1}"
doc_606b52d6141fcc8a,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/README.md,README.md,.md,プロジェクト,株式会社東都人材プラットフォーム,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/README.md,1670,markdown_raw_text,utf-8-sig,,,1780,67,b7577e289dbb7cb1ea62b6b32d2e63df346c8f78,# source_path: プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/README.md # file_name: README.md # extension: .md # area: プロジェクト # project_name: 株式会社東都人材プラットフォーム # major_folder: 04.分析 # analysis_project  This folder is a practical multi-file analysis project generated by Step 06.  ## Project structure  - `pyproject.toml`: project dependencies (uv compatible) - `requirements.txt`: pip installation fallback - `scripts/bootstrap_env.py`: create virtual environment and install dependencies - `scripts/,"{""heading_count"": 8}"
doc_f26f43fb83a88ae1,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/data/カラム説明.md,カラム説明.md,.md,プロジェクト,株式会社東都人材プラットフォーム,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/data/カラム説明.md,319,markdown_raw_text,utf-8-sig,,,466,17,2a342a7b05a1231db66a7da2b38a1cc1d76d1b70,"# source_path: プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/data/カラム説明.md # file_name: カラム説明.md # extension: .md # area: プロジェクト # project_name: 株式会社東都人材プラットフォーム # major_folder: 04.分析 ### train.csv  id: index<br> features: Gender,Age,Country,Education,Major,Profession,Industry,Experience<br> target: 収入クラス（予測ターゲット）<br> 0,less than 10k<br> 1,between 10k and 30k<br> 2,between 30k and 50k<br> 3,between 50k and 80k<br> 4,between 80k and 125k<br> 5,more than 100k<br>","{""heading_count"": 1}"
doc_f3d7063a57533b8c,プロジェクト/株式会社青嶺不動産アセットマネジメント/03.データ/カラム説明.md,カラム説明.md,.md,プロジェクト,株式会社青嶺不動産アセットマネジメント,03.データ,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/03.データ/カラム説明.md,455,markdown_raw_text,utf-8-sig,,,611,10,d57b57d456a902ef60231f13019cb0758527368f,"# source_path: プロジェクト/株式会社青嶺不動産アセットマネジメント/03.データ/カラム説明.md # file_name: カラム説明.md # extension: .md # area: プロジェクト # project_name: 株式会社青嶺不動産アセットマネジメント # major_folder: 03.データ カラム名,説明 BOROUGH,""A digit code for the borough the property is located in; in order these are Manhattan (1), Bronx (2), Brooklyn (3), Queens (4), and Staten Island (5)."" BLOCK; LOT,""The combination of borough, block, and lot forms a unique key for property in New York City. Commonly called a BBL."" BUILDING CLASS AT PRESENT and B","{""heading_count"": 0}"
doc_c139a5630f3aae7c,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/README.md,README.md,.md,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/README.md,1695,markdown_raw_text,utf-8-sig,,,1811,67,fb20c67a5f190731b06aa2ebdab9d6b89180b81a,# source_path: プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/README.md # file_name: README.md # extension: .md # area: プロジェクト # project_name: 株式会社青嶺不動産アセットマネジメント # major_folder: 04.分析 # analysis_project  This folder is a practical multi-file analysis project generated by Step 06.  ## Project structure  - `pyproject.toml`: project dependencies (uv compatible) - `requirements.txt`: pip installation fallback - `scripts/bootstrap_env.py`: create virtual environment and install dependencies - `sc,"{""heading_count"": 8}"
doc_aceec67eb856a777,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/data/カラム説明.md,カラム説明.md,.md,プロジェクト,株式会社青嶺不動産アセットマネジメント,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/data/カラム説明.md,455,markdown_raw_text,utf-8-sig,,,631,10,dfd1c3f765de6478f1bb8661b17186ae0c9f4df2,"# source_path: プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/data/カラム説明.md # file_name: カラム説明.md # extension: .md # area: プロジェクト # project_name: 株式会社青嶺不動産アセットマネジメント # major_folder: 04.分析 カラム名,説明 BOROUGH,""A digit code for the borough the property is located in; in order these are Manhattan (1), Bronx (2), Brooklyn (3), Queens (4), and Staten Island (5)."" BLOCK; LOT,""The combination of borough, block, and lot forms a unique key for property in New York City. Commonly called a BBL."" BUILDING CL","{""heading_count"": 0}"
doc_508aac1bd047366b,プロジェクト/株式会社青潮モビリティサービス/03.データ/カラム説明.md,カラム説明.md,.md,プロジェクト,株式会社青潮モビリティサービス,03.データ,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/03.データ/カラム説明.md,1347,markdown_raw_text,utf-8-sig,,,1016,27,b570ebbfe63e297c4b5f2a552084a59ea73d74ef,"# source_path: プロジェクト/株式会社青潮モビリティサービス/03.データ/カラム説明.md # file_name: カラム説明.md # extension: .md # area: プロジェクト # project_name: 株式会社青潮モビリティサービス # major_folder: 03.データ ### train.tsv  | カラム | ヘッダ名称 | データ型 | 説明 | | --- | --- | --- | --- | | 0 | id | int | インデックスとして使用 | | 1 | dteday | date | 日付（2011-01-01～2012-12-31） | | 2 | season | int | 季節（1=春, 2=夏, 3=秋, 4=冬） | | 3 | yr | bit | 年（0=2011, 1=2012） | | 4 | mnth | int | 月 | | 5 | hr | int | 時間 | | 6 | holiday | bit | 祝日（1=祝日） | | 7 | weekday | int | 曜日（0","{""heading_count"": 1}"
doc_026ca238800053d2,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/README.md,README.md,.md,プロジェクト,株式会社青潮モビリティサービス,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/README.md,1669,markdown_raw_text,utf-8-sig,,,1777,67,dd4a02e3fce2db6133b2b99539eec364b3de937f,# source_path: プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/README.md # file_name: README.md # extension: .md # area: プロジェクト # project_name: 株式会社青潮モビリティサービス # major_folder: 04.分析 # analysis_project  This folder is a practical multi-file analysis project generated by Step 06.  ## Project structure  - `pyproject.toml`: project dependencies (uv compatible) - `requirements.txt`: pip installation fallback - `scripts/bootstrap_env.py`: create virtual environment and install dependencies - `scripts/ru,"{""heading_count"": 8}"
doc_4e921fadbcbe5e30,プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/data/カラム説明.md,カラム説明.md,.md,プロジェクト,株式会社青潮モビリティサービス,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/data/カラム説明.md,1347,markdown_raw_text,utf-8-sig,,,1036,27,bd95efccc8d75d1733d76388eccdcee665439c8c,"# source_path: プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/data/カラム説明.md # file_name: カラム説明.md # extension: .md # area: プロジェクト # project_name: 株式会社青潮モビリティサービス # major_folder: 04.分析 ### train.tsv  | カラム | ヘッダ名称 | データ型 | 説明 | | --- | --- | --- | --- | | 0 | id | int | インデックスとして使用 | | 1 | dteday | date | 日付（2011-01-01～2012-12-31） | | 2 | season | int | 季節（1=春, 2=夏, 3=秋, 4=冬） | | 3 | yr | bit | 年（0=2011, 1=2012） | | 4 | mnth | int | 月 | | 5 | hr | int | 時間 | | 6 | holiday | bit | 祝日（1=祝日） | | 7 | ","{""heading_count"": 1}"
doc_a2215bebd7ed9487,プロジェクト/株式会社青葉バイオメディカル機器/03.データ/カラム説明.md,カラム説明.md,.md,プロジェクト,株式会社青葉バイオメディカル機器,03.データ,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青葉バイオメディカル機器/03.データ/カラム説明.md,2436,markdown_raw_text,utf-8-sig,,,2029,45,bda104f84f440c6ce46176bb61c40751da0b923a,"# source_path: プロジェクト/株式会社青葉バイオメディカル機器/03.データ/カラム説明.md # file_name: カラム説明.md # extension: .md # area: プロジェクト # project_name: 株式会社青葉バイオメディカル機器 # major_folder: 03.データ ### train.csv  | カラム | ヘッダ名称 | データ型 | 説明 | | --- | --- | --- | --- | | 0 | id | int | インデックスとして使用 | | 1 | Age | int | 年齢 | | 2 | BusinessTravel | object | (1=No Travel, 2=Travel Frequently, 3=Travel Rarely) | | 3 | DailyRate | float | Salary Level | | 4 | Department | object | (1=HR, 2=R&D, 3=Sales) | | 5 | DistanceFromHome | int | 通","{""heading_count"": 1}"
doc_164aa9454f48f2c5,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/README.md,README.md,.md,プロジェクト,株式会社青葉バイオメディカル機器,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/README.md,1673,markdown_raw_text,utf-8-sig,,,1783,67,01aafd0613b5c3f9894cb0b0754809db9c1c8efb,# source_path: プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/README.md # file_name: README.md # extension: .md # area: プロジェクト # project_name: 株式会社青葉バイオメディカル機器 # major_folder: 04.分析 # analysis_project  This folder is a practical multi-file analysis project generated by Step 06.  ## Project structure  - `pyproject.toml`: project dependencies (uv compatible) - `requirements.txt`: pip installation fallback - `scripts/bootstrap_env.py`: create virtual environment and install dependencies - `scripts/,"{""heading_count"": 8}"
doc_ae7153ef71820d71,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/data/カラム説明.md,カラム説明.md,.md,プロジェクト,株式会社青葉バイオメディカル機器,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/data/カラム説明.md,2436,markdown_raw_text,utf-8-sig,,,2049,45,1edfe85b3f5a6ba47a572856b58c4659110e52f5,"# source_path: プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/data/カラム説明.md # file_name: カラム説明.md # extension: .md # area: プロジェクト # project_name: 株式会社青葉バイオメディカル機器 # major_folder: 04.分析 ### train.csv  | カラム | ヘッダ名称 | データ型 | 説明 | | --- | --- | --- | --- | | 0 | id | int | インデックスとして使用 | | 1 | Age | int | 年齢 | | 2 | BusinessTravel | object | (1=No Travel, 2=Travel Frequently, 3=Travel Rarely) | | 3 | DailyRate | float | Salary Level | | 4 | Department | object | (1=HR, 2=R&D, 3=Sales) | | 5 | Distan","{""heading_count"": 1}"
doc_a011439c73bf89e8,プロジェクト/白峰信用リスク評価株式会社/03.データ/カラム説明.md,カラム説明.md,.md,プロジェクト,白峰信用リスク評価株式会社,03.データ,data/raw/share/share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/03.データ/カラム説明.md,3733,markdown_raw_text,utf-8-sig,,,3744,81,c628fb79a86686338ff79e51177157752cecd177,# source_path: プロジェクト/白峰信用リスク評価株式会社/03.データ/カラム説明.md # file_name: カラム説明.md # extension: .md # area: プロジェクト # project_name: 白峰信用リスク評価株式会社 # major_folder: 03.データ ## 財務指標 (X1 - X64)  | ID | Formula / Description | | --- | --- | | **X1** | net profit / total assets | | **X2** | total liabilities / total assets | | **X3** | working capital / total assets | | **X4** | current assets / short-term liabilities | | **X5** | [(cash + short-term securities + receivables - short-term liabilities) / (operating,"{""heading_count"": 2}"
doc_202faff9463ee2cb,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/README.md,README.md,.md,プロジェクト,白峰信用リスク評価株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/README.md,1463,markdown_raw_text,utf-8-sig,,,1572,62,8fad73b0fe1c0520fa092f55625e7b85c6276857,# source_path: プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/README.md # file_name: README.md # extension: .md # area: プロジェクト # project_name: 白峰信用リスク評価株式会社 # major_folder: 04.分析 # analysis_project  This folder is a practical multi-file analysis project generated by Step 06.  ## Project structure  - `pyproject.toml`: project dependencies (uv compatible) - `requirements.txt`: pip installation fallback - `scripts/bootstrap_env.py`: create virtual environment and install dependencies - `scripts/run_tr,"{""heading_count"": 8}"
doc_df42bbeed2ecd17c,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/data/カラム説明.md,カラム説明.md,.md,プロジェクト,白峰信用リスク評価株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/data/カラム説明.md,3733,markdown_raw_text,utf-8-sig,,,3764,81,d1c95b15e1a33d97edee293a37f46127de423cfa,# source_path: プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/data/カラム説明.md # file_name: カラム説明.md # extension: .md # area: プロジェクト # project_name: 白峰信用リスク評価株式会社 # major_folder: 04.分析 ## 財務指標 (X1 - X64)  | ID | Formula / Description | | --- | --- | | **X1** | net profit / total assets | | **X2** | total liabilities / total assets | | **X3** | working capital / total assets | | **X4** | current assets / short-term liabilities | | **X5** | [(cash + short-term securities + receivables - short-term liabi,"{""heading_count"": 2}"
doc_ba7de57750f121ef,プロジェクト/青葉与信マネジメント株式会社/03.データ/カラム説明.md,カラム説明.md,.md,プロジェクト,青葉与信マネジメント株式会社,03.データ,data/raw/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/03.データ/カラム説明.md,2207,markdown_raw_text,utf-8-sig,,,2212,7,bc72e40e69a729d33dbbc41fac8b048d756f355e,"# source_path: プロジェクト/青葉与信マネジメント株式会社/03.データ/カラム説明.md # file_name: カラム説明.md # extension: .md # area: プロジェクト # project_name: 青葉与信マネジメント株式会社 # major_folder: 03.データ <h3 style=""font-family: Helvetica Neue, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">学習用データ（train.csv)</h3><table class=""table table-responsive"" style=""background-color: rgb(255, 255, 255); width: 1580px;""><thead><tr><th width=""15%"" nowrap="""" style=""line-height: 1.42857;"">カラム</th><th width=""15%"" nowrap="""" style=""line-height: 1.","{""heading_count"": 0}"
doc_5fc981f20ea68873,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/README.md,README.md,.md,プロジェクト,青葉与信マネジメント株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/README.md,1469,markdown_raw_text,utf-8-sig,,,1580,62,2b903ffe04e9e9af0e3534f8355b7345d08221cd,# source_path: プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/README.md # file_name: README.md # extension: .md # area: プロジェクト # project_name: 青葉与信マネジメント株式会社 # major_folder: 04.分析 # analysis_project  This folder is a practical multi-file analysis project generated by Step 06.  ## Project structure  - `pyproject.toml`: project dependencies (uv compatible) - `requirements.txt`: pip installation fallback - `scripts/bootstrap_env.py`: create virtual environment and install dependencies - `scripts/run_,"{""heading_count"": 8}"
doc_ff4d3c2960613dea,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/data/カラム説明.md,カラム説明.md,.md,プロジェクト,青葉与信マネジメント株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/data/カラム説明.md,2207,markdown_raw_text,utf-8-sig,,,2232,7,2b2c47f08e4f7f2f11948e4a7ec13a3d28aca83d,"# source_path: プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/data/カラム説明.md # file_name: カラム説明.md # extension: .md # area: プロジェクト # project_name: 青葉与信マネジメント株式会社 # major_folder: 04.分析 <h3 style=""font-family: Helvetica Neue, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">学習用データ（train.csv)</h3><table class=""table table-responsive"" style=""background-color: rgb(255, 255, 255); width: 1580px;""><thead><tr><th width=""15%"" nowrap="""" style=""line-height: 1.42857;"">カラム</th><th width=""15%"" nowrap="""" st","{""heading_count"": 0}"
doc_61d1ffc32ebe5d8d,社内管理/データアステル社内管理_決裁基準.md,データアステル社内管理_決裁基準.md,.md,社内管理,,データアステル社内管理_決裁基準.md,data/raw/share/share/共有ドライブ/社内管理/データアステル社内管理_決裁基準.md,2090,markdown_raw_text,utf-8-sig,,,1068,52,1f7864721711608004fa150316df62074e1923ca,"# source_path: 社内管理/データアステル社内管理_決裁基準.md # file_name: データアステル社内管理_決裁基準.md # extension: .md # area: 社内管理 # project_name:  # major_folder: データアステル社内管理_決裁基準.md # データアステル社内管理_決裁基準  ## 1. 目的  本規程は、案件の契約金額および契約条件に応じた社内決裁レベルを定め、提案・契約・請求に関する承認プロセスを統一することを目的とする。  ## 2. 通常の決裁基準  契約金額（税込）に応じた基本の決裁レベルは次の通りとする。  | 契約金額（税込） | 必要な承認 | |---|---| | 3,000,000円未満 | 主任承認 | | 3,000,000円以上 5,000,000円未満 | 課長承認 | | 5,000,000円以上 8,000,000円未満 | 部長承認 | | 8,000,000円以上 | 本部長承認 |  ## 3. 追加基準  ### 3.1 医療案件  医療機関、医療法人、病院、診療所その他","{""heading_count"": 8}"
doc_e08a36448d618de9,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/scripts/bootstrap_env.py,bootstrap_env.py,.py,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/scripts/bootstrap_env.py,2017,python_raw_text,utf-8-sig,,,2158,68,694a78b746f302038505053a132eff0295f5432a,"# source_path: プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/scripts/bootstrap_env.py # file_name: bootstrap_env.py # extension: .py # area: プロジェクト # project_name: 京橋信用ソリューションズ株式会社 # major_folder: 04.分析 from __future__ import annotations  import argparse import shutil import subprocess import sys from pathlib import Path   def _venv_python(venv_dir: Path) -> Path:     if sys.platform.startswith(""win""):         return venv_dir / ""Scripts"" / ""python.exe""     return venv_dir / ""bin"" / ""python""   d","{""function_count"": 4, ""class_count"": 0, ""import_count"": 6}"
doc_6a440e8b3c08cbf4,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/scripts/run_train.py,run_train.py,.py,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/scripts/run_train.py,5180,python_raw_text,utf-8-sig,,,5233,148,d508e3389b0604bb224a77be6936f36a58a2a31a,"# source_path: プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/scripts/run_train.py # file_name: run_train.py # extension: .py # area: プロジェクト # project_name: 京橋信用ソリューションズ株式会社 # major_folder: 04.分析 from __future__ import annotations  import sys from pathlib import Path   def main() -> None:     manual_root = Path(__file__).resolve().parents[1]     if str(manual_root) not in sys.path:         sys.path.insert(0, str(manual_root))      from src.common import (         as_bool,         infer_date_colu","{""function_count"": 1, ""class_count"": 0, ""import_count"": 10}"
doc_bfc7a7659106a7c9,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/__init__.py,__init__.py,.py,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/__init__.py,0,python_raw_text,utf-8-sig,,,190,7,b6a4115e6d5c768d912cc8947dce13430b7ad4ab,# source_path: プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/__init__.py # file_name: __init__.py # extension: .py # area: プロジェクト # project_name: 京橋信用ソリューションズ株式会社 # major_folder: 04.分析 ,"{""function_count"": 0, ""class_count"": 0, ""import_count"": 0}"
doc_c5a63224aed5234c,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/common.py,common.py,.py,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/common.py,3867,python_raw_text,utf-8-sig,,,3902,130,c5cfaffcec82cf0941f7add2429ad968065fd709,"# source_path: プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/common.py # file_name: common.py # extension: .py # area: プロジェクト # project_name: 京橋信用ソリューションズ株式会社 # major_folder: 04.分析 from __future__ import annotations  import json from pathlib import Path from typing import Any  import pandas as pd  ENCODINGS = (""utf-8-sig"", ""utf-8"", ""cp932"", ""shift_jis"", ""euc_jp"") TARGET_HINTS = (""target"", ""label"", ""y"", ""sales"", ""demand"", ""count"", ""revenue"", ""profit"", ""売上"", ""販売"", ""需要"", ""個数"") DATE_HINTS = (""d","{""function_count"": 12, ""class_count"": 0, ""import_count"": 5}"
doc_fda17b8a469179b2,プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/eda.py,eda.py,.py,プロジェクト,京橋信用ソリューションズ株式会社,04.分析,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/eda.py,695,python_raw_text,utf-8-sig,,,854,26,c32a2cf6d7388c4284ef6c465630dff7ade0192c,"# source_path: プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/src/eda.py # file_name: eda.py # extension: .py # area: プロジェクト # project_name: 京橋信用ソリューションズ株式会社 # major_folder: 04.分析 from __future__ import annotations  from typing import Any  import pandas as pd   def summarize_dataframe(df: pd.DataFrame, target_col: str) -> dict[str, Any]:     # REGION: EDA_SUMMARY_RULES START     summary: dict[str, Any] = {         ""row_count"": int(df.shape[0]),         ""column_count"": int(df.shape[1]),         ""","{""function_count"": 1, ""class_count"": 0, ""import_count"": 3}"
